OurTeam,OppTeam,Type,OurPos,OppPos,GoalDiff,OurGoals,OppGoals 
jemv,hermes,control,0.370,0.630,-6,0,6
jemv,hermes,control,0.444,0.555,-1,1,2
jemv,hermes,control,0.446,0.554,-2,1,3
jemv,hermes,control,0.395,0.605,-4,0,4
jemv,hermes,control,0.414,0.586,-3,3,6
jemv,hermes,control,0.449,0.551,-1,0,1
jemv,hermes,control,0.397,0.603,-1,0,1
jemv,hermes,control,0.323,0.676,-5,0,5
jemv,hermes,control,0.389,0.611,-6,1,7
jemv,hermes,control,0.439,0.561,-5,0,5
jemv,hermes,control,0.496,0.503,-5,1,6
jemv,hermes,control,0.413,0.586,-8,0,8
jemv,hermes,control,0.441,0.559,-3,0,3
jemv,hermes,control,0.420,0.580,-2,2,4
jemv,hermes,control,0.455,0.545,-5,0,5
jemv,hermes,control,0.414,0.586,-5,0,5
jemv,hermes,control,0.433,0.567,-4,1,5
jemv,hermes,control,0.412,0.588,-4,1,5
jemv,hermes,control,0.397,0.603,-3,0,3
jemv,hermes,control,0.360,0.640,-6,1,7
jemv,hermes,control,0.396,0.604,-7,0,7
jemv,hermes,control,0.358,0.642,-7,0,7
jemv,hermes,control,0.391,0.609,-5,1,6
jemv,hermes,control,0.362,0.638,-3,1,4
jemv,hermes,control,0.456,0.544,-3,0,3
jemv,hermes,control,0.433,0.567,-3,1,4
jemv,hermes,control,0.396,0.604,-5,1,6
jemv,hermes,control,0.352,0.648,-3,3,6
jemv,hermes,control,0.407,0.592,-5,0,5
jemv,hermes,control,0.397,0.602,-2,0,2
jemv,hermes,control,0.354,0.646,-3,0,3
jemv,hermes,control,0.483,0.517,-5,0,5
jemv,hermes,control,0.385,0.615,-7,1,8
jemv,hermes,control,0.433,0.566,-7,0,7
jemv,hermes,control,0.413,0.587,-7,0,7
jemv,hermes,control,0.471,0.528,-5,1,6
jemv,hermes,control,0.465,0.535,-4,1,5
jemv,hermes,control,0.375,0.625,-6,1,7
jemv,hermes,control,0.465,0.535,-3,0,3
jemv,hermes,control,0.460,0.540,-3,1,4
jemv,hermes,control,0.390,0.610,-7,1,8
jemv,hermes,control,0.388,0.612,-5,0,5
jemv,hermes,control,0.391,0.609,-4,1,5
jemv,hermes,control,0.432,0.568,-4,1,5
jemv,hermes,control,0.353,0.647,1,3,2
jemv,hermes,control,0.374,0.626,-7,0,7
jemv,hermes,control,0.434,0.566,-3,1,4
jemv,hermes,control,0.476,0.524,-6,0,6
jemv,hermes,control,0.355,0.645,-3,1,4
jemv,helios,control,0.327,0.671,-7,0,7
jemv,helios,control,0.312,0.687,-9,0,9
jemv,helios,control,0.372,0.627,-5,0,5
jemv,helios,control,0.345,0.655,-11,0,11
jemv,helios,control,0.350,0.650,-6,0,6
jemv,helios,control,0.332,0.668,-12,0,12
jemv,helios,control,0.345,0.654,-5,0,5
jemv,helios,control,0.346,0.654,-9,0,9
jemv,helios,control,0.324,0.676,-8,0,8
jemv,helios,control,0.340,0.660,-8,1,9
jemv,helios,control,0.355,0.644,-6,0,6
jemv,helios,control,0.304,0.696,-13,0,13
jemv,helios,control,0.299,0.701,-13,0,13
jemv,helios,control,0.311,0.689,-13,0,13
jemv,helios,control,0.313,0.686,-13,0,13
jemv,helios,control,0.304,0.696,-12,0,12
jemv,helios,control,0.351,0.649,-6,0,6
jemv,helios,control,0.357,0.642,-10,0,10
jemv,helios,control,0.289,0.711,-12,0,12
jemv,helios,control,0.356,0.644,-4,0,4
jemv,helios,control,0.314,0.686,-7,1,8
jemv,helios,control,0.326,0.674,-12,0,12
jemv,helios,control,0.325,0.675,-7,0,7
jemv,helios,control,0.317,0.682,-12,0,12
jemv,helios,control,0.300,0.700,-9,0,9
jemv,helios,control,0.365,0.635,-9,0,9
jemv,helios,control,0.442,0.557,-9,0,9
jemv,helios,control,0.334,0.666,-10,0,10
jemv,helios,control,0.378,0.622,-5,0,5
jemv,helios,control,0.339,0.661,-11,0,11
jemv,helios,control,0.415,0.584,-6,0,6
jemv,helios,control,0.365,0.635,-7,0,7
jemv,helios,control,0.309,0.691,-13,0,13
jemv,helios,control,0.284,0.716,-14,0,14
jemv,helios,control,0.277,0.723,-11,0,11
jemv,helios,control,0.354,0.646,-5,0,5
jemv,helios,control,0.364,0.636,-7,1,8
jemv,helios,control,0.374,0.626,-8,1,9
jemv,helios,control,0.326,0.674,-10,1,11
jemv,helios,control,0.313,0.686,-12,0,12
jemv,helios,control,0.356,0.644,-7,1,8
jemv,helios,control,0.385,0.615,-10,0,10
jemv,helios,control,0.368,0.631,-11,0,11
jemv,helios,control,0.357,0.643,-13,0,13
jemv,helios,control,0.326,0.674,-10,0,10
jemv,helios,control,0.334,0.666,-9,0,9
jemv,helios,control,0.342,0.657,-9,0,9
jemv,helios,control,0.326,0.674,-9,0,9
jemv,helios,control,0.410,0.590,-7,0,7
jemv,helios,control,0.334,0.666,-11,0,11
jemv,genius,control,0.490,0.507,-1,0,1
jemv,genius,control,0.499,0.501,-3,0,3
jemv,genius,control,0.494,0.506,-5,1,6
jemv,genius,control,0.509,0.491,-1,1,2
jemv,genius,control,0.550,0.450,1,3,2
jemv,genius,control,0.520,0.480,-2,0,2
jemv,genius,control,0.516,0.484,2,3,1
jemv,genius,control,0.541,0.459,-4,1,5
jemv,genius,control,0.473,0.527,-1,1,2
jemv,genius,control,0.475,0.525,-3,3,6
jemv,genius,control,0.483,0.516,-2,0,2
jemv,genius,control,0.514,0.486,-5,1,6
jemv,genius,control,0.516,0.484,-3,1,4
jemv,genius,control,0.481,0.518,-2,2,4
jemv,genius,control,0.511,0.489,-2,0,2
jemv,genius,control,0.509,0.491,-1,3,4
jemv,genius,control,0.494,0.506,-3,0,3
jemv,genius,control,0.477,0.523,-2,1,3
jemv,genius,control,0.485,0.515,-3,2,5
jemv,genius,control,0.457,0.543,-2,1,3
jemv,genius,control,0.484,0.516,-1,1,2
jemv,genius,control,0.474,0.525,-2,1,3
jemv,genius,control,0.463,0.537,-1,2,3
jemv,genius,control,0.525,0.475,-4,0,4
jemv,genius,control,0.514,0.486,-4,0,4
jemv,genius,control,0.503,0.496,-5,0,5
jemv,genius,control,0.514,0.486,-3,1,4
jemv,genius,control,0.508,0.492,-1,2,3
jemv,genius,control,0.571,0.429,1,4,3
jemv,genius,control,0.500,0.500,-3,0,3
jemv,genius,control,0.473,0.526,-3,1,4
jemv,genius,control,0.493,0.507,-2,1,3
jemv,genius,control,0.486,0.514,3,4,1
jemv,genius,control,0.464,0.535,-3,3,6
jemv,genius,control,0.488,0.512,-2,0,2
jemv,genius,control,0.480,0.520,-2,0,2
jemv,genius,control,0.469,0.531,-2,1,3
jemv,genius,control,0.453,0.547,-3,0,3
jemv,genius,control,0.516,0.484,-1,1,2
jemv,genius,control,0.455,0.544,-2,0,2
jemv,genius,control,0.478,0.522,-1,0,1
jemv,genius,control,0.485,0.515,-7,0,7
jemv,genius,control,0.509,0.491,-1,1,2
jemv,genius,control,0.532,0.468,2,3,1
jemv,genius,control,0.516,0.484,-1,2,3
jemv,genius,control,0.494,0.506,-3,1,4
jemv,genius,control,0.519,0.480,-1,2,3
jemv,genius,control,0.493,0.507,-4,1,5
jemv,genius,control,0.410,0.590,-2,1,3
jemv,genius,control,0.520,0.479,-3,1,4
jemv,we,control,0.539,0.458,1,3,2
jemv,we,control,0.491,0.509,-1,2,3
jemv,we,control,0.430,0.570,-8,0,8
jemv,we,control,0.525,0.475,-2,1,3
jemv,we,control,0.479,0.521,-7,0,7
jemv,we,control,0.458,0.542,-4,1,5
jemv,we,control,0.424,0.576,-11,0,11
jemv,we,control,0.488,0.512,-8,0,8
jemv,we,control,0.421,0.579,-13,0,13
jemv,we,control,0.459,0.541,-2,1,3
jemv,we,control,0.426,0.574,-9,1,10
jemv,we,control,0.530,0.470,-2,1,3
jemv,we,control,0.461,0.539,-1,1,2
jemv,we,control,0.455,0.545,-14,0,14
jemv,we,control,0.443,0.557,-3,1,4
jemv,we,control,0.462,0.538,-3,0,3
jemv,we,control,0.529,0.471,-8,1,9
jemv,we,control,0.492,0.508,-7,0,7
jemv,we,control,0.498,0.502,-7,2,9
jemv,we,control,0.457,0.543,-10,0,10
jemv,we,control,0.462,0.537,-4,0,4
jemv,we,control,0.382,0.618,-14,1,15
jemv,we,control,0.511,0.489,-8,1,9
jemv,we,control,0.406,0.594,-11,0,11
jemv,we,control,0.539,0.460,-3,2,5
jemv,we,control,0.450,0.550,-7,1,8
jemv,we,control,0.512,0.488,-4,0,4
jemv,we,control,0.510,0.490,-5,0,5
jemv,we,control,0.570,0.430,-2,0,2
jemv,we,control,0.373,0.627,-9,2,11
jemv,we,control,0.475,0.524,-8,0,8
jemv,we,control,0.486,0.514,-9,1,10
jemv,we,control,0.443,0.557,-14,2,16
jemv,we,control,0.438,0.562,-6,0,6
jemv,we,control,0.437,0.562,-6,1,7
jemv,we,control,0.522,0.478,-5,3,8
jemv,we,control,0.537,0.463,-9,0,9
jemv,we,control,0.465,0.535,-4,1,5
jemv,we,control,0.486,0.514,-3,1,4
jemv,we,control,0.485,0.515,-2,3,5
jemv,we,control,0.515,0.485,-3,0,3
jemv,we,control,0.513,0.487,-4,1,5
jemv,we,control,0.498,0.502,-5,1,6
jemv,we,control,0.464,0.536,-12,0,12
jemv,we,control,0.512,0.488,-3,1,4
jemv,we,control,0.452,0.548,-3,1,4
jemv,we,control,0.417,0.582,-6,0,6
jemv,we,control,0.516,0.484,-4,1,5
jemv,we,control,0.415,0.584,-9,2,11
jemv,we,control,0.517,0.483,-1,1,2
jemv,jaeger,exp4,0.517,0.483,-10,0,10
jemv,jaeger,exp4,0.482,0.518,-9,1,10
jemv,jaeger,exp4,0.525,0.475,-3,3,6
jemv,jaeger,exp4,0.492,0.508,-11,1,12
jemv,jaeger,exp4,0.542,0.458,-6,2,8
jemv,jaeger,exp4,0.505,0.495,-10,3,13
jemv,jaeger,exp4,0.518,0.482,-6,1,7
jemv,jaeger,exp4,0.477,0.523,-13,1,14
jemv,jaeger,exp4,0.476,0.524,-10,1,11
jemv,jaeger,exp4,0.430,0.570,-11,1,12
jemv,jaeger,exp4,0.463,0.537,-13,3,16
jemv,jaeger,exp4,0.539,0.461,-5,3,8
jemv,jaeger,exp4,0.543,0.457,-7,2,9
jemv,jaeger,exp4,0.489,0.510,-5,3,8
jemv,jaeger,exp4,0.442,0.558,-5,1,6
jemv,jaeger,exp4,0.530,0.470,-5,1,6
jemv,jaeger,exp4,0.504,0.496,-5,0,5
jemv,jaeger,exp4,0.517,0.482,-8,1,9
jemv,jaeger,exp4,0.509,0.491,-6,4,10
jemv,jaeger,exp4,0.477,0.523,-9,2,11
jemv,jaeger,exp4,0.478,0.522,-12,0,12
jemv,jaeger,exp4,0.449,0.551,-8,2,10
jemv,jaeger,exp4,0.525,0.474,-6,0,6
jemv,jaeger,exp4,0.477,0.523,-5,2,7
jemv,jaeger,exp4,0.421,0.579,-10,0,10
jemv,jaeger,exp4,0.523,0.476,-4,3,7
jemv,jaeger,exp4,0.498,0.502,-9,2,11
jemv,jaeger,exp4,0.555,0.445,-5,2,7
jemv,jaeger,exp4,0.559,0.441,-2,3,5
jemv,jaeger,exp4,0.493,0.507,-8,2,10
jemv,jaeger,exp4,0.511,0.489,-5,2,7
jemv,jaeger,exp4,0.536,0.464,-10,1,11
jemv,jaeger,exp4,0.499,0.501,-6,1,7
jemv,jaeger,exp4,0.519,0.481,-9,2,11
jemv,jaeger,exp4,0.528,0.472,-9,1,10
jemv,jaeger,exp4,0.536,0.464,-6,0,6
jemv,jaeger,exp4,0.513,0.487,-10,2,12
jemv,jaeger,exp4,0.500,0.500,-11,0,11
jemv,jaeger,exp4,0.446,0.554,-10,1,11
jemv,jaeger,exp4,0.509,0.491,-11,1,12
jemv,jaeger,exp4,0.412,0.587,-10,0,10
jemv,jaeger,exp4,0.465,0.535,-14,1,15
jemv,jaeger,exp4,0.505,0.495,-10,0,10
jemv,jaeger,exp4,0.441,0.559,-12,1,13
jemv,jaeger,exp4,0.523,0.477,-4,4,8
jemv,jaeger,exp4,0.490,0.510,-8,2,10
jemv,jaeger,exp4,0.541,0.459,-7,1,8
jemv,jaeger,exp4,0.488,0.512,-5,2,7
jemv,jaeger,exp4,0.429,0.571,-6,2,8
jemv,jaeger,exp4,0.484,0.515,-7,1,8
jemv,hermes,exp4,0.432,0.566,-8,0,8
jemv,hermes,exp4,0.438,0.562,-6,0,6
jemv,hermes,exp4,0.403,0.597,-8,0,8
jemv,hermes,exp4,0.367,0.633,-11,0,11
jemv,hermes,exp4,0.451,0.549,-7,1,8
jemv,hermes,exp4,0.451,0.549,-1,1,2
jemv,hermes,exp4,0.432,0.568,-8,0,8
jemv,hermes,exp4,0.403,0.597,-8,0,8
jemv,hermes,exp4,0.394,0.606,-9,0,9
jemv,hermes,exp4,0.459,0.541,-7,0,7
jemv,hermes,exp4,0.412,0.588,-7,1,8
jemv,hermes,exp4,0.443,0.557,-3,1,4
jemv,hermes,exp4,0.492,0.508,-4,0,4
jemv,hermes,exp4,0.374,0.626,-7,0,7
jemv,hermes,exp4,0.445,0.555,-9,0,9
jemv,hermes,exp4,0.395,0.605,-9,2,11
jemv,hermes,exp4,0.454,0.545,-10,0,10
jemv,hermes,exp4,0.401,0.599,-7,0,7
jemv,hermes,exp4,0.384,0.616,-10,0,10
jemv,hermes,exp4,0.499,0.501,-5,0,5
jemv,hermes,exp4,0.419,0.581,-6,0,6
jemv,hermes,exp4,0.461,0.539,-6,1,7
jemv,hermes,exp4,0.404,0.596,-9,1,10
jemv,hermes,exp4,0.391,0.609,-9,0,9
jemv,hermes,exp4,0.434,0.566,-6,0,6
jemv,hermes,exp4,0.445,0.554,-5,0,5
jemv,hermes,exp4,0.387,0.613,-8,0,8
jemv,hermes,exp4,0.375,0.625,-10,0,10
jemv,hermes,exp4,0.474,0.526,-1,2,3
jemv,hermes,exp4,0.437,0.563,-10,1,11
jemv,hermes,exp4,0.388,0.612,-9,1,10
jemv,hermes,exp4,0.483,0.517,-8,0,8
jemv,hermes,exp4,0.451,0.548,-6,0,6
jemv,hermes,exp4,0.439,0.561,-8,0,8
jemv,hermes,exp4,0.417,0.583,-9,0,9
jemv,hermes,exp4,0.404,0.596,-7,1,8
jemv,hermes,exp4,0.498,0.502,-5,0,5
jemv,hermes,exp4,0.449,0.551,-10,1,11
jemv,hermes,exp4,0.422,0.578,-10,0,10
jemv,hermes,exp4,0.394,0.606,-11,1,12
jemv,hermes,exp4,0.448,0.552,-6,1,7
jemv,hermes,exp4,0.414,0.586,-8,1,9
jemv,hermes,exp4,0.443,0.557,-10,0,10
jemv,hermes,exp4,0.397,0.602,-15,0,15
jemv,hermes,exp4,0.423,0.577,-9,2,11
jemv,hermes,exp4,0.406,0.594,-3,1,4
jemv,hermes,exp4,0.456,0.544,-6,1,7
jemv,hermes,exp4,0.481,0.519,-6,1,7
jemv,hermes,exp4,0.454,0.546,-7,1,8
jemv,hermes,exp4,0.352,0.647,-16,1,17
jemv,helios,exp4,0.375,0.624,-12,1,13
jemv,helios,exp4,0.301,0.699,-17,0,17
jemv,helios,exp4,0.373,0.627,-13,1,14
jemv,helios,exp4,0.295,0.705,-18,0,18
jemv,helios,exp4,0.343,0.657,-18,0,18
jemv,helios,exp4,0.399,0.601,-12,0,12
jemv,helios,exp4,0.381,0.619,-14,0,14
jemv,helios,exp4,0.342,0.657,-14,0,14
jemv,helios,exp4,0.329,0.671,-10,0,10
jemv,helios,exp4,0.352,0.648,-12,0,12
jemv,helios,exp4,0.345,0.655,-17,0,17
jemv,helios,exp4,0.293,0.707,-18,0,18
jemv,helios,exp4,0.280,0.720,-20,0,20
jemv,helios,exp4,0.416,0.584,-11,0,11
jemv,helios,exp4,0.303,0.697,-17,0,17
jemv,helios,exp4,0.371,0.629,-16,0,16
jemv,helios,exp4,0.361,0.639,-13,0,13
jemv,helios,exp4,0.381,0.618,-14,0,14
jemv,helios,exp4,0.336,0.664,-15,0,15
jemv,helios,exp4,0.402,0.598,-15,0,15
jemv,helios,exp4,0.344,0.656,-12,0,12
jemv,helios,exp4,0.339,0.661,-18,0,18
jemv,helios,exp4,0.346,0.653,-17,0,17
jemv,helios,exp4,0.333,0.666,-16,0,16
jemv,helios,exp4,0.338,0.662,-12,0,12
jemv,helios,exp4,0.313,0.686,-15,0,15
jemv,helios,exp4,0.296,0.704,-20,0,20
jemv,helios,exp4,0.279,0.721,-19,0,19
jemv,helios,exp4,0.309,0.691,-20,0,20
jemv,helios,exp4,0.353,0.646,-17,0,17
jemv,helios,exp4,0.355,0.645,-15,0,15
jemv,helios,exp4,0.341,0.658,-20,0,20
jemv,helios,exp4,0.340,0.660,-14,0,14
jemv,helios,exp4,0.328,0.672,-15,0,15
jemv,helios,exp4,0.354,0.646,-12,0,12
jemv,helios,exp4,0.352,0.647,-17,0,17
jemv,helios,exp4,0.297,0.702,-19,0,19
jemv,helios,exp4,0.379,0.621,-15,0,15
jemv,helios,exp4,0.278,0.722,-16,0,16
jemv,helios,exp4,0.298,0.702,-19,0,19
jemv,helios,exp4,0.378,0.621,-14,0,14
jemv,helios,exp4,0.425,0.574,-15,0,15
jemv,helios,exp4,0.303,0.697,-17,0,17
jemv,helios,exp4,0.309,0.691,-20,0,20
jemv,helios,exp4,0.313,0.686,-14,0,14
jemv,helios,exp4,0.305,0.695,-19,0,19
jemv,helios,exp4,0.380,0.620,-16,0,16
jemv,helios,exp4,0.213,0.787,-15,0,15
jemv,helios,exp4,0.285,0.715,-15,1,16
jemv,helios,exp4,0.232,0.768,-27,0,27
jemv,genius,exp4,0.510,0.490,-11,2,13
jemv,genius,exp4,0.489,0.511,-16,0,16
jemv,genius,exp4,0.517,0.483,-8,0,8
jemv,genius,exp4,0.418,0.582,-11,2,13
jemv,genius,exp4,0.458,0.542,-13,2,15
jemv,genius,exp4,0.563,0.437,-4,3,7
jemv,genius,exp4,0.446,0.554,-10,1,11
jemv,genius,exp4,0.424,0.576,-12,0,12
jemv,genius,exp4,0.488,0.512,-12,0,12
jemv,genius,exp4,0.523,0.477,-9,1,10
jemv,genius,exp4,0.447,0.553,-9,0,9
jemv,genius,exp4,0.417,0.583,-11,1,12
jemv,genius,exp4,0.476,0.524,-9,1,10
jemv,genius,exp4,0.481,0.519,-12,1,13
jemv,genius,exp4,0.573,0.427,-5,1,6
jemv,genius,exp4,0.475,0.525,-7,1,8
jemv,genius,exp4,0.503,0.497,-10,0,10
jemv,genius,exp4,0.516,0.484,-9,2,11
jemv,genius,exp4,0.418,0.582,-17,1,18
jemv,genius,exp4,0.418,0.582,-12,0,12
jemv,genius,exp4,0.488,0.512,-12,0,12
jemv,genius,exp4,0.444,0.556,-12,0,12
jemv,genius,exp4,0.431,0.569,-13,1,14
jemv,genius,exp4,0.484,0.516,-12,0,12
jemv,genius,exp4,0.473,0.527,-13,1,14
jemv,genius,exp4,0.429,0.571,-13,0,13
jemv,genius,exp4,0.402,0.598,-9,3,12
jemv,genius,exp4,0.421,0.579,-12,0,12
jemv,genius,exp4,0.475,0.524,-11,1,12
jemv,genius,exp4,0.528,0.472,-8,1,9
jemv,genius,exp4,0.504,0.496,-9,1,10
jemv,genius,exp4,0.538,0.462,-6,1,7
jemv,genius,exp4,0.531,0.469,-9,1,10
jemv,genius,exp4,0.530,0.470,-11,0,11
jemv,genius,exp4,0.499,0.501,-6,3,9
jemv,genius,exp4,0.542,0.458,-9,0,9
jemv,genius,exp4,0.494,0.506,-6,1,7
jemv,genius,exp4,0.539,0.460,-11,3,14
jemv,genius,exp4,0.557,0.443,-6,2,8
jemv,genius,exp4,0.524,0.476,-11,0,11
jemv,genius,exp4,0.457,0.543,-14,2,16
jemv,genius,exp4,0.493,0.507,-8,2,10
jemv,genius,exp4,0.471,0.529,-13,0,13
jemv,genius,exp4,0.407,0.592,-16,1,17
jemv,genius,exp4,0.481,0.519,-11,1,12
jemv,genius,exp4,0.535,0.465,-10,0,10
jemv,genius,exp4,0.448,0.552,-15,2,17
jemv,genius,exp4,0.478,0.522,-12,0,12
jemv,genius,exp4,0.428,0.572,-13,1,14
jemv,genius,exp4,0.448,0.552,-14,1,15
